code,security_name,market,asset_type,currency,theme,sector,tags,aliases,market_cap_tier,source_market_segment,source_industry_33,source_industry_17,source_scale_category
1930,北陸電気工事,jp,stock,JPY,balanced,industrial,balanced,北陸電気工事 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1934,ユアテック,jp,stock,JPY,balanced,industrial,balanced,ユアテック プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1938,日本リーテック,jp,stock,JPY,balanced,industrial,balanced,日本リーテック プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1939,四電工,jp,stock,JPY,balanced,industrial,balanced,四電工 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1941,中電工,jp,stock,JPY,balanced,industrial,balanced,中電工 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1942,関電工,jp,stock,JPY,balanced,industrial,balanced,関電工 プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1944,きんでん,jp,stock,JPY,balanced,industrial,balanced,きんでん プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1945,東京エネシス,jp,stock,JPY,balanced,industrial,balanced,東京エネシス プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1946,トーエネック,jp,stock,JPY,balanced,industrial,balanced,トーエネック プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1948,弘電社,jp,stock,JPY,balanced,industrial,balanced,弘電社 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
194A,ＷＯＬＶＥＳ　ＨＡＮＤ,jp,stock,JPY,consumer,consumer,balanced,ＷＯＬＶＥＳ　ＨＡＮＤ グロース（内国株式） サービス業 情報通信・サービスその他,,グロース（内国株式）,サービス業,情報通信・サービスその他,-
1950,日本電設工業,jp,stock,JPY,balanced,industrial,balanced,日本電設工業 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1951,エクシオグループ,jp,stock,JPY,balanced,industrial,balanced,エクシオグループ プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1952,新日本空調,jp,stock,JPY,balanced,industrial,balanced,新日本空調 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1959,クラフティア,jp,stock,JPY,balanced,industrial,balanced,クラフティア プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
195A,ＭＵＳＣＡＴ　ＧＲＯＵＰ,jp,stock,JPY,consumer,consumer,balanced,ＭＵＳＣＡＴ　ＧＲＯＵＰ グロース（内国株式） サービス業 情報通信・サービスその他,,グロース（内国株式）,サービス業,情報通信・サービスその他,-
1960,サンテック,jp,stock,JPY,balanced,industrial,balanced,サンテック スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1961,三機工業,jp,stock,JPY,balanced,industrial,balanced,三機工業 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1963,日揮ホールディングス,jp,stock,JPY,balanced,industrial,balanced,日揮ホールディングス プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
1964,中外炉工業,jp,stock,JPY,balanced,industrial,balanced,中外炉工業 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1965,テクノ菱和,jp,stock,JPY,balanced,industrial,balanced,テクノ菱和 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1966,高田工業所,jp,stock,JPY,balanced,industrial,balanced,高田工業所 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1967,ヤマト,jp,stock,JPY,balanced,industrial,balanced,ヤマト スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1968,太平電業,jp,stock,JPY,balanced,industrial,balanced,太平電業 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1969,高砂熱学工業,jp,stock,JPY,balanced,industrial,balanced,高砂熱学工業 プライム（内国株式） 建設業 建設・資材,mid,プライム（内国株式）,建設業,建設・資材,TOPIX Mid400
196A,ＭＦＳ,jp,stock,JPY,financial,financial,dividend,ＭＦＳ グロース（内国株式） その他金融業 金融（除く銀行）,,グロース（内国株式）,その他金融業,金融（除く銀行）,-
1972,三晃金属工業,jp,stock,JPY,balanced,industrial,balanced,三晃金属工業 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1975,朝日工業社,jp,stock,JPY,balanced,industrial,balanced,朝日工業社 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1976,明星工業,jp,stock,JPY,balanced,industrial,balanced,明星工業 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
1979,大氣社,jp,stock,JPY,balanced,industrial,balanced,大氣社 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
197A,タウンズ,jp,stock,JPY,healthcare,healthcare,growth,タウンズ スタンダード（内国株式） 医薬品 医薬品,,スタンダード（内国株式）,医薬品,医薬品,-
1980,ダイダン,jp,stock,JPY,balanced,industrial,balanced,ダイダン プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 1
1981,協和日成,jp,stock,JPY,balanced,industrial,balanced,協和日成 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1982,日比谷総合設備,jp,stock,JPY,balanced,industrial,balanced,日比谷総合設備 プライム（内国株式） 建設業 建設・資材,small,プライム（内国株式）,建設業,建設・資材,TOPIX Small 2
198A,ＰｏｓｔＰｒｉｍｅ,jp,stock,JPY,technology,technology,growth,ＰｏｓｔＰｒｉｍｅ グロース（内国株式） 情報・通信業 情報通信・サービスその他,,グロース（内国株式）,情報・通信業,情報通信・サービスその他,-
1992,神田通信機,jp,stock,JPY,balanced,industrial,balanced,神田通信機 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1994,高橋カーテンウォール工業,jp,stock,JPY,balanced,industrial,balanced,高橋カーテンウォール工業 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
1997,暁飯島工業,jp,stock,JPY,balanced,industrial,balanced,暁飯島工業 スタンダード（内国株式） 建設業 建設・資材,,スタンダード（内国株式）,建設業,建設・資材,-
2001,ニップン,jp,stock,JPY,consumer,consumer,balanced,ニップン プライム（内国株式） 食料品 食品,small,プライム（内国株式）,食料品,食品,TOPIX Small 1
2002,日清製粉グループ本社,jp,stock,JPY,consumer,consumer,balanced,日清製粉グループ本社 プライム（内国株式） 食料品 食品,mid,プライム（内国株式）,食料品,食品,TOPIX Mid400
2003,日東富士製粉,jp,stock,JPY,consumer,consumer,balanced,日東富士製粉 スタンダード（内国株式） 食料品 食品,small,スタンダード（内国株式）,食料品,食品,TOPIX Small 2
2004,昭和産業,jp,stock,JPY,consumer,consumer,balanced,昭和産業 プライム（内国株式） 食料品 食品,small,プライム（内国株式）,食料品,食品,TOPIX Small 2
2009,鳥越製粉,jp,stock,JPY,consumer,consumer,balanced,鳥越製粉 スタンダード（内国株式） 食料品 食品,,スタンダード（内国株式）,食料品,食品,-
2053,中部飼料,jp,stock,JPY,consumer,consumer,balanced,中部飼料 プライム（内国株式） 食料品 食品,small,プライム（内国株式）,食料品,食品,TOPIX Small 2
2055,日和産業,jp,stock,JPY,consumer,consumer,balanced,日和産業 スタンダード（内国株式） 食料品 食品,,スタンダード（内国株式）,食料品,食品,-
205A,ロゴスホールディングス,jp,stock,JPY,balanced,industrial,balanced,ロゴスホールディングス グロース（内国株式） 建設業 建設・資材,,グロース（内国株式）,建設業,建設・資材,-
2060,フィード・ワン,jp,stock,JPY,consumer,consumer,balanced,フィード・ワン プライム（内国株式） 食料品 食品,small,プライム（内国株式）,食料品,食品,TOPIX Small 2
206A,ＰＲＩＳＭ　ＢｉｏＬａｂ,jp,stock,JPY,healthcare,healthcare,growth,ＰＲＩＳＭ　ＢｉｏＬａｂ グロース（内国株式） 医薬品 医薬品,,グロース（内国株式）,医薬品,医薬品,-
208A,構造計画研究所ホールディングス,jp,stock,JPY,technology,technology,growth,構造計画研究所ホールディングス スタンダード（内国株式） 情報・通信業 情報通信・サービスその他,,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,-
2108,日本甜菜製糖,jp,stock,JPY,consumer,consumer,balanced,日本甜菜製糖 プライム（内国株式） 食料品 食品,small,プライム（内国株式）,食料品,食品,TOPIX Small 2
2109,ＤＭ三井製糖,jp,stock,JPY,consumer,consumer,balanced,ＤＭ三井製糖 プライム（内国株式） 食料品 食品,small,プライム（内国株式）,食料品,食品,TOPIX Small 1
2112,塩水港精糖,jp,stock,JPY,consumer,consumer,balanced,塩水港精糖 スタンダード（内国株式） 食料品 食品,,スタンダード（内国株式）,食料品,食品,-
